Close,Mkt-RF,SMB,HML,RMW,CMA,RF
0.0,-0.03,-0.14,0.14,-0.06,0.03,0.06
1.9839665951379537,0.16,0.13,-0.08,-0.14,-0.01,0.06
-1.556359214326375,0.84,-0.63,-0.25,0.27,-0.17,0.06
-3.557118953526295,-0.03,-0.14,0.45,-0.04,0.16,0.06
2.0491481482538765,-0.34,-0.09,0.33,0.05,-0.03,0.06
1.2047447794241606,0.25,-0.12,0.41,-0.34,0.12,0.06
4.364738949872238,1.01,-0.03,0.07,-0.25,0.04,0.06
-1.140618438672536,-0.04,0.41,0.46,-0.36,0.33,0.06
-0.3846174457800555,0.07,0.0,1.1,-0.7,0.63,0.06
-1.9302971272836422,-1.16,0.1,1.36,-0.49,0.73,0.06
-1.5747329057484327,0.68,-0.74,-0.25,0.25,0.02,0.06
-0.3999452973370454,-1.21,0.55,0.25,-0.11,0.37,0.06
-2.811117783270156,0.37,-0.21,-0.35,0.31,-0.26,0.06
-3.719493140603203,-0.2,-0.08,0.27,-0.09,-0.11,0.06
1.7166434280064369,0.92,-0.74,-0.18,0.13,0.1,0.06
-2.531530219986733,-0.55,0.47,0.17,-0.06,-0.02,0.06
2.1644311406230354,0.1,-0.07,-0.08,0.14,-0.2,0.06
-1.2711426608763454,-0.19,0.24,-0.24,0.21,-0.19,0.06
-3.433316756181548,-0.62,-0.12,0.35,-0.14,0.14,0.06
-7.555841999878132,-0.65,-0.25,0.02,0.11,0.15,0.06
-0.9614700243049223,-0.98,0.27,-0.02,-0.13,-0.05,0.06
0.0,-0.95,0.03,0.55,-0.14,0.45,0.06
-3.397894369103349,-1.12,-0.45,0.82,0.21,0.08,0.06
1.004986202630831,0.34,-0.73,-0.13,0.43,-0.61,0.06
3.9798515773416643,0.09,-0.16,-0.03,0.13,-0.33,0.06
-7.655043774286197,0.66,-0.15,-0.62,0.3,-0.39,0.06
-7.7724652045403575,0.1,0.23,-0.11,-0.36,0.04,0.06
2.2481666290279367,0.12,-0.14,0.28,-0.01,-0.21,0.06
4.3952506350878995,-0.12,-0.35,-0.33,0.33,-0.34,0.06
2.6313989901573853,0.38,0.12,-0.24,-0.03,-0.04,0.06
2.5639138534662154,0.14,0.17,-0.27,0.12,-0.14,0.06
3.4997732328359454,0.29,-0.01,-0.26,0.01,-0.09,0.06
-6.762870058025983,-1.59,0.23,0.33,0.17,0.09,0.06
-0.5180638770377999,-0.5,-0.56,-0.07,0.32,-0.09,0.06
