Close,Mkt-RF,SMB,HML,RMW,CMA,RF
-7.517017070578302,-0.69,0.0,0.3,-0.52,0.5,0.01
-2.463082149596041,-0.76,-0.13,0.11,0.36,-0.29,0.01
-10.606097713550422,0.26,-0.08,0.09,0.18,0.15,0.01
0.5649005510536265,-0.13,-0.19,-0.14,0.23,-0.16,0.01
-1.6852743988283625,0.39,-0.08,-0.35,0.66,-0.46,0.01
2.000127370921412,0.13,-0.01,-0.15,0.18,-0.24,0.01
-5.88247157405829,-0.16,0.5,0.22,-0.15,-0.16,0.01
0.595201927471467,0.16,-0.28,-0.08,0.21,0.1,0.01
-2.366691761355344,0.22,-0.22,0.28,-0.24,0.27,0.01
-0.6062919149421808,-0.92,0.5,0.69,-0.51,0.46,0.01
-3.3534728939836,0.37,-0.74,0.43,-0.09,0.04,0.01
4.416431790352293,-0.1,-0.14,0.64,0.02,0.25,0.01
-2.1149356560362875,-0.44,0.28,0.0,0.08,-0.28,0.01
3.086486146427969,0.68,-0.48,-0.07,0.39,-0.06,0.01
-4.191605803492315,0.34,0.29,-0.38,0.33,-0.12,0.01
0.3124962115600205,1.06,-0.36,0.13,0.17,-0.16,0.01
-2.803858059857789,-0.22,0.43,-0.33,0.06,-0.04,0.01
1.2822797226657023,0.13,0.42,0.25,-0.26,0.12,0.01
-3.7975330158518172,-0.22,0.52,0.53,-0.41,0.3,0.01
1.3157082229763306,-0.48,0.64,-0.16,-0.06,-0.23,0.01
-1.9479118689188168,-0.79,0.55,0.63,-0.16,0.34,0.01
-3.3113456550549536,0.13,-0.52,0.29,-0.15,0.31,0.01
0.0,1.03,-0.64,-0.29,0.2,-0.11,0.01
0.6848894016936891,0.05,0.34,-0.08,-0.1,-0.02,0.01
3.4014324304407983,0.16,0.1,-0.03,0.02,0.03,0.01
-1.9738651392042228,-0.06,0.34,-0.2,-0.2,-0.23,0.01
0.0,0.43,0.16,-0.21,-0.19,-0.14,0.01
-4.026935376146712,-0.19,0.1,0.38,-0.06,0.3,0.01
-23.076665763150473,-0.72,0.23,0.83,-0.41,0.33,0.01
-6.818160421660602,-0.13,-0.5,0.45,0.07,0.56,0.01
4.877711611653579,0.27,-0.27,-0.48,0.04,-0.1,0.01
-2.325428128006357,-0.1,-0.03,0.38,-0.09,0.04,0.01
0.952322953502116,-0.57,0.02,0.3,-0.16,0.13,0.01
-0.9433393166601411,0.47,-0.31,-0.3,-0.11,-0.13,0.01
2.3807917285308733,0.54,-0.08,0.05,0.17,0.17,0.01
-1.3952507603344544,-0.24,0.02,0.25,0.29,0.24,0.01
1.4149934674477116,-0.07,0.39,0.0,0.01,0.0,0.01
1.3957018499490825,0.54,-0.47,0.04,-0.17,0.13,0.01
1.8347245145921232,-0.38,0.37,0.45,-0.36,0.12,0.01
2.702521792906376,0.4,-0.18,-0.17,-0.05,-0.21,0.01
1.754713814326725,-0.03,0.23,0.01,-0.22,-0.17,0.01
4.310038204068678,-0.01,0.2,0.14,-0.12,-0.25,0.01
-2.479169758697619,-0.07,-0.05,-0.21,0.01,-0.32,0.01
-0.847461050712428,0.15,0.08,-0.2,-0.26,0.09,0.01
1.709359500712715,0.46,-0.41,0.02,-0.08,0.19,0.01
-4.2018307627119,-0.16,0.28,0.37,-0.31,0.32,0.01
-3.508519212567618,0.15,-0.02,0.3,0.04,0.24,0.01
-3.636555457874202,-0.3,0.08,0.27,-0.08,-0.09,0.01
3.3021063119574867,0.17,-0.09,0.02,-0.2,-0.06,0.01
0.8987135682450242,0.5,-0.37,-0.23,-0.32,-0.06,0.01
3.1815975460022683,0.31,0.07,-0.45,0.35,-0.4,0.01
0.44048975926376244,0.57,0.05,-0.41,0.39,-0.31,0.01
-3.508528253563592,0.01,-0.06,-0.07,-0.17,0.12,0.01
1.8180769950355335,0.0,0.29,0.23,-0.06,0.08,0.01
1.3391733483959056,-0.14,0.06,0.1,-0.13,0.2,0.01
-1.3214764874703744,0.88,-0.26,-0.29,0.03,0.17,0.01
-2.678427065312028,0.04,-0.02,0.62,-0.41,0.55,0.01
-1.3764722204121393,0.07,-0.26,0.26,0.13,0.23,0.01
-1.395257138137651,-0.08,0.27,-0.15,0.08,-0.12,0.01
-1.8866718492231205,0.29,-0.02,-0.08,-0.11,-0.06,0.01
1.9229516364216659,0.44,0.22,0.1,0.01,-0.09,0.01
-1.4150077468153888,0.03,0.27,-0.08,0.02,-0.15,0.01
-1.4353254326758713,-0.21,0.6,-0.27,-0.14,-0.26,0.01
0.0,0.06,0.18,0.21,-0.17,0.12,0.01
1.9416519287141165,-0.75,-0.29,0.56,0.06,0.28,0.01
1.9046309028980524,-0.66,-0.73,0.34,0.34,0.19,0.01
-2.803568211094787,0.37,0.27,-0.3,-0.01,-0.12,0.01
0.9614915546989566,0.87,0.02,-0.32,0.04,-0.18,0.01
-3.8097060245808945,0.01,-0.08,0.31,0.01,0.38,0.01
-3.960171671093604,-0.57,-0.22,0.32,0.09,0.1,0.01
1.0308775665961445,0.34,0.0,-0.37,0.2,-0.15,0.01
1.0203672654157225,-0.26,0.48,-0.03,-0.13,-0.32,0.01
2.0200557434610467,-0.09,0.28,0.3,-0.11,-0.15,0.01
-1.4850431089799665,-0.58,0.57,0.2,-0.19,-0.08,0.01
-1.5074619770846787,-0.61,-0.39,-0.07,0.22,0.0,0.01
4.081861510611118,0.84,0.26,-0.6,0.02,-0.49,0.01
-2.941429179649402,0.47,0.23,-0.97,0.16,-0.56,0.01
1.0100196060927713,0.07,0.26,-0.07,0.03,0.24,0.01
-0.9999202158672227,0.79,-0.3,-0.15,-0.07,-0.13,0.01
0.0,0.06,0.24,0.28,-0.05,0.12,0.01
-3.535180207434463,-0.19,0.49,0.16,-0.04,0.63,0.01
-2.094548139150554,-0.1,0.86,0.3,-0.05,0.34,0.01
-2.6736680407675295,0.33,-0.38,0.27,-0.14,0.51,0.01
0.0,0.05,0.2,-0.01,0.02,-0.06,0.01
3.296509616666876,-0.06,-0.07,-0.07,0.16,-0.01,0.01
0.5324171162526925,-0.05,0.49,-0.03,-0.09,0.06,0.01
-2.6458224407653885,-0.31,0.28,-0.18,0.03,0.05,0.01
-1.6303526047324102,0.15,-0.07,-0.11,0.18,-0.14,0.01
4.972536847353437,0.19,0.23,-0.43,-0.08,-0.17,0.01
1.052596126994776,0.23,0.37,-0.45,0.07,-0.17,0.01
0.0,0.2,0.43,-0.44,0.43,-0.15,0.01
-1.0416319494374715,0.9,-0.4,-0.85,0.07,-0.15,0.01
18.94713512725714,0.47,0.05,-0.41,0.08,-0.18,0.01
0.44240228816387894,-0.32,0.19,-0.43,-0.16,-0.01,0.01
-2.202492054393035,-0.79,-0.58,0.94,-0.08,0.51,0.01
0.0,-0.13,-0.2,0.15,0.09,0.23,0.01
9.008826700259643,-0.07,0.1,-0.15,0.08,-0.05,0.01
0.0,-0.26,0.54,-0.01,-0.41,0.08,0.01
-0.8264005063442825,0.03,-0.13,-0.12,0.42,0.21,0.01
-0.8332458777029927,-0.16,-0.09,-0.04,0.08,0.18,0.01
6.722589627136166,0.25,0.27,-0.2,-0.15,-0.22,0.01
-2.3620084829831134,0.53,-0.15,-0.16,-0.11,0.15,0.01
-0.8064115921493142,0.25,0.76,-0.04,0.12,-0.14,0.01
2.438835839704101,0.28,-0.18,-0.33,-0.02,-0.19,0.01
3.968322520544465,-0.09,0.48,-0.49,0.36,0.18,0.01
-3.43521218356021,-1.26,0.4,-0.78,0.55,0.04,0.01
1.9761609370594124,-1.35,-0.15,0.29,-0.29,0.4,0.01
-1.1627015949728703,0.46,-0.63,-0.15,0.21,-0.24,0.01
-3.52917022038155,0.27,0.22,-0.11,-0.23,-0.38,0.01
-2.032761259907645,0.18,0.38,-0.35,0.19,-0.43,0.01
2.0749398329992452,0.65,-0.12,-0.45,0.14,-0.5,0.01
2.032362090950768,-0.07,0.35,-0.01,0.15,-0.06,0.01
1.1951318398108368,0.46,-0.31,0.21,-0.14,0.12,0.01
0.7873189788770718,-0.42,-0.08,0.02,0.18,0.01,0.01
6.250033563045254,0.38,-0.88,0.06,0.54,-0.17,0.01
-1.4704828510154533,-0.55,-0.16,0.4,-0.14,0.6,0.01
0.0,-0.39,-0.31,0.25,-0.02,0.02,0.01
-1.1385149298141273,-0.3,-0.01,-0.02,0.17,0.06,0.01
-1.5150085076191977,-1.08,-0.69,0.84,0.27,0.49,0.01
1.53831409706362,0.54,-0.14,0.1,-0.17,-0.16,0.01
0.0,0.49,0.12,-0.09,-0.16,-0.21,0.01
-1.1362702790249646,0.25,-0.06,-0.06,0.13,-0.62,0.01
-2.6821818365396433,-0.19,0.11,0.12,0.4,-0.34,0.01
-0.7873312556634371,-0.08,0.33,-0.24,0.11,0.31,0.01
0.0,0.32,0.58,-0.27,-0.1,-0.45,0.01
0.7935793539556313,0.23,-0.14,-0.08,0.02,-0.17,0.01
-0.7873312556634371,0.4,0.0,-0.28,0.13,-0.07,0.01
2.3807833600776096,0.29,-0.27,0.18,0.3,-0.13,0.01
0.0,0.02,-0.06,0.2,0.05,0.03,0.01
-1.1627037514249317,-0.07,0.21,0.05,-0.07,-0.09,0.01
-5.882329994245095,-0.43,0.17,0.23,-0.08,0.25,0.01
-5.833293754000824,-0.06,-0.2,0.26,-0.1,0.43,0.01
4.424864390972516,0.19,-0.53,0.16,0.34,0.21,0.01
-1.2711160241975938,-0.6,-0.3,0.29,0.16,0.06,0.01
2.1457930126369096,-0.21,0.14,-0.17,0.11,-0.26,0.01
-1.2604556343036255,0.24,0.04,-0.05,0.32,-0.19,0.01
0.4255384407846341,0.65,-0.03,0.29,-0.06,0.13,0.01
-3.390027381827543,-0.08,-0.06,0.12,0.02,0.06,0.01
-3.5085251107149773,-0.24,-0.36,0.17,0.28,0.2,0.01
1.8180752140282141,0.29,-0.39,0.01,-0.05,0.03,0.01
-2.678424462194018,0.14,0.21,-0.19,-0.1,0.04,0.01
4.586840001098125,0.58,-0.32,-0.03,0.18,0.07,0.01
2.193263594022965,0.23,0.18,-0.03,-0.03,-0.31,0.01
-2.146191947383169,0.1,0.74,-0.2,-0.12,-0.02,0.01
4.386119503609143,-0.25,0.44,-0.23,0.16,-0.08,0.01
-1.6806029445187831,-0.09,1.34,-0.2,-0.23,-0.09,0.01
2.1366381021042047,-0.44,-0.22,0.37,-0.18,0.59,0.01
5.439357465451411,0.24,-0.05,0.14,-0.5,0.37,0.01
7.142705994745802,0.21,0.23,-0.08,-0.11,0.0,0.01
-2.9627729115351276,-0.07,0.25,-0.2,0.02,-0.01,0.01
1.1450060492788072,0.48,-0.11,0.18,0.32,0.0,0.01
1.5093469742385013,0.88,-0.74,-0.19,0.1,0.01,0.01
-5.204474668507331,-0.16,0.12,-0.15,-0.02,-0.08,0.01
-4.313778581620897,0.03,0.13,-0.09,0.11,-0.11,0.01
0.41015059395277387,-0.17,0.36,0.12,-0.1,0.16,0.01
1.2244405954717097,0.47,-0.21,-0.06,0.07,-0.14,0.01
-2.0163755884202383,-0.25,0.38,0.01,-0.29,0.11,0.01
-3.292002749034273,0.1,0.03,-0.07,-0.01,0.02,0.01
-0.4255106836011602,-0.08,0.19,0.07,-0.03,0.08,0.01
2.1366381021042047,0.21,0.11,-0.14,-0.33,-0.04,0.01
11.71552131116087,-0.05,0.26,-0.1,-0.24,0.06,0.01
4.868844592197363,-0.47,0.15,0.48,-0.08,0.32,0.01
-3.2143447036823813,-0.26,-0.13,0.1,0.09,-0.12,0.01
-1.1068976705607025,0.41,-0.14,0.01,0.16,-0.23,0.01
1.8658353647045933,0.78,-0.6,0.19,-0.15,-0.01,0.01
-0.3665804150281393,0.42,-0.02,0.23,-0.1,-0.02,0.01
-3.6763000290954695,0.56,-0.07,0.27,-0.26,0.38,0.01
1.5266664334674385,-0.28,0.32,-0.15,0.08,-0.04,0.01
-0.7518549003417974,0.43,-0.04,-0.05,0.06,0.07,0.01
1.5151196941037393,-0.21,0.21,-0.18,0.17,-0.01,0.01
0.0,-2.32,0.17,0.18,0.28,0.27,0.01
9.346822843271529,0.33,-0.41,-0.11,0.18,0.07,0.01
-2.0550254179292793,0.05,0.72,-0.14,-0.21,-0.2,0.01
1.3988565480887782,0.44,0.29,0.03,0.0,-0.14,0.01
0.6896391746338937,-0.67,0.38,-0.07,0.29,0.0,0.01
1.369753548977748,0.02,-0.46,-0.09,0.19,0.1,0.01
0.0,0.11,0.01,-0.25,0.19,-0.27,0.01
0.33781395101681877,0.47,0.02,-0.33,0.08,-0.16,0.01
-1.0100298313706402,0.05,0.6,-0.12,0.02,-0.1,0.01
0.6802236830324437,-0.46,0.19,-0.07,0.17,-0.01,0.01
-2.026905664172396,-0.48,0.2,0.0,0.15,0.12,0.01
2.758455842966545,0.63,-0.5,0.09,0.01,-0.23,0.01
0.0,-0.14,0.12,-0.34,0.14,-0.06,0.01
-1.6777561403419017,-1.25,0.24,0.29,0.23,0.03,0.01
-1.7063296642842007,0.36,-0.1,-0.08,0.15,-0.17,0.01
1.3887763624903293,0.37,0.7,-0.19,-0.05,-0.24,0.01
-0.684915727464086,-0.52,-0.03,0.1,0.05,0.06,0.01
-1.7243052508098544,-0.13,-0.62,-0.05,-0.01,0.35,0.01
0.3507955329785206,-0.24,0.34,-0.15,-0.23,0.01,0.01
2.797383571131129,0.46,0.12,-0.13,-0.16,-0.25,0.01
3.0613602926140127,0.56,0.18,-0.02,0.1,-0.22,0.01
-2.310406735192516,-0.23,0.21,0.27,0.24,0.15,0.01
1.3512338459957585,0.16,-0.05,-0.24,0.25,-0.03,0.01
-0.6665878048933704,-0.62,0.31,0.02,-0.14,0.08,0.01
0.0,0.44,-0.4,0.25,-0.17,0.49,0.01
2.3491443167778847,0.29,-0.01,0.1,-0.03,-0.02,0.01
-1.3114025362647608,0.03,0.19,0.19,-0.27,-0.07,0.01
-2.325714972380555,0.56,0.09,0.1,-0.19,0.05,0.01
-0.6802126293146804,0.3,0.0,-0.39,0.14,-0.03,0.01
-0.3424745578642807,0.05,0.45,-0.11,-0.14,0.07,0.01
-2.4056720138577403,-0.5,-0.21,0.27,0.28,0.24,0.01
-1.4083064586170702,0.04,0.11,0.42,-0.15,0.22,0.01
0.357117364511228,0.03,0.24,0.09,0.15,-0.03,0.01
-1.4234325588108665,-0.98,-0.2,0.27,0.38,0.03,0.01
-5.415132108126752,-0.62,0.56,-0.01,-0.11,0.07,0.01
1.526682050248085,-0.47,-1.13,0.45,0.28,-0.1,0.01
-1.5037249513310091,-1.8,-0.28,0.52,0.13,0.36,0.01
-0.7633162175640362,-1.52,-0.3,0.21,0.17,0.2,0.01
2.3076126494035787,-0.13,-0.65,-0.44,0.07,-0.15,0.01
0.0,-1.58,-0.14,0.01,0.08,0.15,0.01
0.7517769548366138,2.37,0.47,-0.68,-0.34,-0.67,0.01
0.0,0.03,0.2,0.07,0.0,-0.03,0.01
-0.3731504135394026,0.6,-0.01,-0.04,-0.09,-0.11,0.01
0.3745480411036839,-0.81,0.37,0.17,0.28,-0.08,0.01
0.0,0.33,-0.51,0.37,0.05,0.12,0.01
-4.477701890622676,-0.54,-0.22,0.6,0.2,0.46,0.01
-0.7811447743060085,-0.61,-0.74,0.38,0.29,0.21,0.01
-0.7873330689996627,0.04,0.02,0.44,-0.2,0.52,0.01
-3.9683831329595742,0.03,-0.1,0.12,-0.22,0.2,0.01
-2.066004442283853,-0.82,0.05,0.55,0.14,0.17,0.01
-2.1095200762124455,-0.26,-0.89,0.3,0.62,0.37,0.01
-2.586445027476103,-0.42,-1.12,0.82,0.26,0.39,0.01
4.867315269124339,1.47,-0.43,-0.56,0.26,-0.81,0.01
0.4219245835517249,-0.05,0.74,-0.54,-0.13,0.14,0.01
4.201805342155107,1.0,-0.05,-0.39,-0.11,0.07,0.01
0.8063998838461872,0.05,0.62,-0.03,-0.13,-0.12,0.01
-3.200160357695403,-0.56,0.86,-0.27,0.06,-0.19,0.01
-0.8264353491919674,0.47,-0.08,0.3,0.02,0.29,0.01
3.333546149847977,0.5,0.05,-0.55,0.3,-0.37,0.01
-2.419566563256559,-0.01,0.15,0.04,0.06,0.05,0.01
9.09109770607337,-0.15,0.24,-0.21,0.02,-0.33,0.01
-0.37882222037162183,-0.1,-0.02,-0.08,-0.4,0.23,0.01
-1.7112194004430314,-0.91,-0.02,0.31,-0.2,0.71,0.01
-3.287985130632176,-1.24,0.15,-0.06,0.41,0.21,0.01
-0.7999490952711019,0.59,-0.52,-0.27,0.39,0.0,0.01
-2.419566563256559,-1.06,-0.09,0.1,-0.1,0.29,0.01
-1.8593872119162524,0.37,-0.15,-0.09,0.16,0.14,0.01
1.0525223282992435,0.04,-0.36,0.4,0.07,-0.12,0.01
-1.6665090289832318,-0.16,-0.51,0.22,0.06,0.31,0.01
-0.4237328104474858,0.81,-1.12,0.48,0.17,-0.12,0.01
4.255449346543072,1.14,-0.22,-0.04,-0.22,-0.35,0.01
4.897628060014392,0.61,0.07,-0.29,-0.13,-0.06,0.01
-3.3072125078502435,-0.24,0.12,0.17,-0.34,0.42,0.01
-1.8110360818372029,-0.33,0.1,-0.01,0.05,-0.01,0.01
0.8199677111367487,0.4,-0.29,-0.03,0.13,-0.25,0.01
1.6258976877101983,0.27,-0.34,0.35,0.12,0.2,0.01
-2.4001722649302337,0.17,0.11,0.24,0.33,-0.03,0.01
-1.4566215710730246,0.08,0.14,-0.04,-0.06,-0.09,0.01
-2.296312805488876,-0.16,0.02,-0.03,-0.21,-0.23,0.01
-3.4189658131085543,0.27,-0.09,0.28,-0.21,-0.19,0.01
-3.097177882371216,0.15,0.7,-0.34,0.28,-0.25,0.01
0.9132059006377258,0.47,-0.37,-0.33,0.31,-0.18,0.01
-0.9049419176484275,0.0,0.21,0.44,0.11,0.07,0.01
0.4566177311793318,-0.25,-0.11,0.07,0.25,0.04,0.01
-5.000052601388827,-0.45,-0.27,0.64,0.0,0.54,0.01
3.3490356729380277,0.02,-0.27,0.0,0.05,0.25,0.01
-1.8517391778693049,0.25,0.26,-0.04,-0.06,0.15,0.01
1.8866754870217495,0.06,-0.19,0.34,-0.05,-0.02,0.01
0.23145428431330384,0.57,-0.35,0.07,0.05,0.11,0.01
2.7716357897672017,-0.31,0.37,0.11,-0.11,-0.06,0.01
-5.168618050457063,0.22,-0.05,-0.29,0.09,0.15,0.01
0.4738925695210394,-0.71,0.24,0.18,-0.03,0.15,0.01
2.3587909751429326,-0.93,-0.47,0.28,0.27,0.22,0.01
-4.1476399400452895,-0.95,-0.28,0.19,0.27,0.42,0.01
0.9615011263785389,0.35,0.12,0.13,-0.04,0.18,0.01
-4.285896285058655,-0.89,-0.22,0.51,0.08,0.4,0.01
1.927982467279321,-1.41,0.14,0.0,-0.01,-0.12,0.01
2.50159776967942,0.89,-0.66,-0.43,0.03,-0.38,0.01
1.9046578212489784,-0.24,-0.15,-0.19,0.2,-0.28,0.01
-2.3363006225128213,0.36,0.03,-0.11,-0.03,-0.08,0.01
1.4352810894321166,-0.51,0.84,0.32,-0.37,0.41,0.01
-2.8299979615971416,0.42,-0.29,0.29,-0.05,-0.32,0.01
2.9124193704129997,-0.04,-0.22,0.13,-0.07,0.19,0.01
-1.414972260161318,-0.04,-0.15,0.31,-0.13,0.18,0.01
2.631387384178163,0.49,-0.15,-0.14,0.13,-0.27,0.01
0.9323210803334536,0.18,-0.22,-0.41,-0.08,-0.21,0.01
-0.23091981051852617,-0.3,0.2,0.0,-0.07,0.18,0.01
5.092698606044133,0.07,0.2,-0.23,0.08,-0.07,0.01
4.625629970136735,0.38,0.19,-0.29,0.05,-0.36,0.01
-3.5791066186680265,0.98,-0.22,0.07,-0.26,0.05,0.01
-1.309932004252501,0.08,-0.02,0.39,-0.2,0.41,0.01
0.4424539831958896,0.18,-0.31,0.04,-0.04,-0.24,0.01
-2.422770103216554,-0.27,0.15,0.01,-0.27,0.36,0.01
-3.8376254286663802,-0.54,-0.01,0.11,-0.01,0.25,0.01
5.164414927321759,0.19,-0.18,0.1,-0.07,0.0,0.01
10.714417321138093,0.05,-0.16,0.16,-0.08,-0.07,0.01
2.217592371728161,0.17,-0.23,0.04,0.23,-0.02,0.01
-0.9861589906034918,-0.17,0.1,0.12,0.15,0.15,0.01
-0.9959551533234579,-0.25,-0.19,0.3,-0.1,0.41,0.01
2.615549867738487,0.24,-0.33,0.01,0.09,0.12,0.01
5.686279823934326,0.95,0.02,-0.4,0.09,-0.64,0.01
-0.9276058793554309,0.53,-0.33,0.09,0.14,0.17,0.02
-2.4342765044716996,0.1,0.1,-0.01,0.04,0.04,0.02
1.7272820638165154,0.01,0.07,0.29,-0.16,-0.04,0.02
0.37741124615153776,-0.52,0.27,0.32,0.13,0.2,0.02
0.0,-0.32,0.11,-0.09,0.18,0.02,0.02
1.503609845259346,0.2,-0.06,-0.01,0.17,0.09,0.02
-0.37034457193224624,0.09,0.05,-0.17,-0.08,-0.22,0.02
2.9741247590063358,0.55,0.09,-0.57,0.24,-0.33,0.02
-0.9024714514975885,-0.26,0.24,-0.28,0.14,-0.16,0.02
1.2750039740322405,0.55,-0.22,-0.13,-0.11,-0.03,0.02
-0.014589831853661916,-0.02,0.31,0.04,-0.02,-0.12,0.02
0.36101419368064214,0.61,-0.47,-0.34,0.5,-0.46,0.02
0.7193499127399638,0.17,0.37,-0.47,0.08,-0.43,0.02
-1.0713586645396345,-0.35,0.42,-0.19,0.0,0.12,0.02
0.7219585136463591,0.12,0.1,-0.06,-0.1,-0.06,0.02
0.0,-0.2,0.28,-0.19,0.04,-0.19,0.02
0.35841494088160175,0.55,0.11,-0.24,-0.05,-0.23,0.02
-0.3571349159836035,0.71,-0.33,-0.32,-0.12,0.19,0.02
0.5376628788307913,-0.07,0.29,-0.15,-0.28,-0.12,0.02
1.9606077501064911,1.07,-0.58,-0.42,0.12,-0.36,0.02
-1.0488727651871477,0.17,0.01,0.12,0.06,0.3,0.02
2.4736612390852564,0.35,0.01,-0.01,0.01,-0.06,0.02
-0.17242647013836487,-0.09,0.55,0.34,-0.01,0.24,0.02
-3.2816055592685744,-0.49,0.1,0.05,0.08,0.36,0.02
1.0713701853924062,-0.32,0.5,0.0,0.04,-0.07,0.02
0.529983960846736,0.03,-0.22,-0.12,-0.07,0.27,0.02
1.5819893457628798,-0.02,0.39,-0.28,-0.26,-0.15,0.02
0.0,0.46,0.06,-0.27,0.01,-0.12,0.02
-1.0383501411553198,-0.93,0.59,0.09,-0.02,0.15,0.02
0.0,-0.44,0.17,-0.1,0.05,0.13,0.02
0.17483844559924577,0.3,0.25,-0.32,0.16,-0.23,0.02
-1.9196185286103562,0.26,-0.02,0.02,-0.12,0.01,0.02
2.4913123323151876,1.14,-0.32,-0.56,0.24,-0.05,0.02
1.0415743766722274,-0.52,0.6,0.06,-0.17,-0.19,0.02
-2.4057307693075125,-0.13,-0.07,-0.07,0.03,0.03,0.02
-2.6406481946237848,-1.44,0.55,0.14,0.1,0.26,0.02
-1.2656947466924473,-0.55,-0.21,0.22,0.02,-0.01,0.02
-0.7328902953362304,-0.1,0.05,-0.04,-0.17,0.15,0.02
0.184456273590472,-0.33,0.06,0.11,-0.04,0.18,0.02
0.0,0.2,-0.43,-0.13,0.27,0.12,0.02
-0.18411665886248763,0.15,-0.1,-0.44,0.35,0.09,0.02
0.0,0.59,-0.1,-0.19,-0.06,0.27,0.02
0.738301233426375,-0.37,0.24,0.19,0.07,-0.01,0.02
-1.2823039677388404,0.21,0.66,-0.24,0.05,-0.15,0.02
-1.6696749579159453,-0.27,-0.29,0.0,-0.26,0.04,0.02
1.8866832405773026,-1.47,0.17,0.37,-0.06,0.34,0.02
12.222457390065845,-0.38,-0.4,-0.22,0.22,-0.27,0.02
-4.290445662407127,-0.23,0.37,0.09,-0.09,0.25,0.02
2.0688617995334724,0.6,-0.28,-0.17,-0.1,0.16,0.02
5.0675202933595065,0.75,-0.14,-0.43,-0.04,-0.26,0.02
1.9294051312019667,1.28,-0.57,-0.78,0.36,-0.42,0.02
6.309032411100501,-0.01,0.23,-0.09,-0.01,-0.19,0.02
-2.3737198826751738,0.35,-0.27,0.18,0.1,0.19,0.02
0.0,0.17,-0.39,0.15,-0.11,0.21,0.02
-3.343552068386868,-0.07,0.08,-0.08,0.12,-0.09,0.02
3.7736505554728073,-0.2,-0.19,0.08,-0.03,0.12,0.02
0.0,0.49,-0.12,-0.23,-0.11,-0.19,0.02
-0.6062907096650028,-0.67,0.27,0.12,0.12,-0.21,0.02
3.9634189519003327,-0.41,0.13,-0.03,-0.1,0.13,0.02
-0.8797372102465784,-0.77,0.39,-0.22,0.26,-0.15,0.02
0.8875452762999725,-0.02,-0.46,0.17,0.09,0.36,0.02
1.4664998688851405,0.27,-0.21,-0.27,0.05,-0.2,0.02
-1.1562939298554564,0.63,-0.16,-0.16,-0.16,-0.11,0.02
-1.4619006831145032,1.52,-0.7,-0.22,-0.18,-0.31,0.02
2.522366935090936,-0.19,0.31,0.05,0.15,-0.13,0.02
-0.1447471210933693,-0.77,0.28,-0.36,0.18,-0.51,0.02
-4.0579154550299705,-0.24,0.42,-0.08,-0.27,-0.19,0.02
0.30205897917434665,0.25,-0.1,0.23,-0.05,0.14,0.02
-2.710936674108111,-0.93,0.62,-0.05,-0.09,-0.02,0.02
0.9287721625419687,-0.04,-0.46,0.02,0.31,-0.02,0.02
3.680960833351321,0.5,-0.31,-0.27,0.26,-0.21,0.02
-1.4791244189668706,-0.09,-0.11,-0.07,0.27,-0.02,0.02
-0.7507672015256817,-0.26,-0.08,-0.03,0.02,-0.18,0.02
-0.4537838715225284,-0.42,0.1,-0.23,0.12,0.12,0.02
3.3432285045251087,0.67,-0.44,-0.51,0.19,-0.37,0.02
-2.64686898445875,-0.11,0.23,0.08,-0.19,0.1,0.02
-1.0576449847041092,0.02,-0.08,-0.4,-0.04,0.01,0.02
-2.289924752664041,-0.46,0.1,-0.27,-0.02,0.17,0.02
0.30078920118579155,-0.44,0.19,-0.39,0.02,-0.15,0.02
-4.687448177048193,-0.75,0.09,-0.08,0.14,0.18,0.02
-1.9674054103016259,-1.84,0.07,0.57,0.14,0.38,0.02
-1.3377109077694183,-0.15,-0.86,1.01,-0.06,-0.07,0.02
2.3730614833850083,0.62,-0.02,-0.2,-0.19,-0.15,0.02
0.1655044472464562,0.35,-0.26,-0.19,-0.01,-0.16,0.02
1.1569358365598692,0.25,0.15,0.01,-0.16,-0.14,0.02
-2.614426621940258,-0.21,0.56,0.43,-0.1,0.51,0.02
-2.8521890976279107,-1.04,0.08,0.14,-0.05,0.22,0.02
1.0361815336810798,0.71,-0.45,-0.14,0.04,-0.04,0.02
1.7092838609271688,0.08,-0.12,0.16,-0.1,-0.32,0.02
1.0083198740775678,-0.17,-0.33,0.23,0.06,0.24,0.02
-2.495683856784192,-0.54,-0.35,0.31,-0.2,0.17,0.02
-2.0476653221340513,-1.43,-0.34,0.33,0.08,0.83,0.02
1.0452748092099062,0.16,-0.68,0.11,0.32,-0.02,0.02
0.6896449235268776,0.39,-0.51,0.0,0.06,-0.04,0.02
-0.3424662060652395,0.22,-0.22,0.29,0.23,-0.42,0.02
4.123694705080716,1.02,-0.32,-0.22,0.01,-0.19,0.02
-1.9803707927841363,0.33,0.76,-0.03,-0.37,-0.02,0.02
0.33676640362310106,0.46,-0.67,-0.09,-0.03,0.23,0.02
5.033494537373895,-0.22,-0.04,0.42,0.02,0.18,0.02
-1.5973258742891239,-0.07,0.2,0.09,-0.08,-0.06,0.02
-0.3246968530145167,0.62,0.42,-0.47,-0.08,-0.17,0.02
0.6514672312590397,-0.04,0.31,-0.7,0.11,0.03,0.02
0.6471881558530734,0.22,0.28,-0.32,0.09,0.05,0.02
0.6430472468370141,0.46,0.0,-0.36,0.2,-0.22,0.02
0.0,-0.41,0.09,0.06,0.02,-0.05,0.02
